45650	MC ELROY SERVICE COMPANY	2429 W OLD LINCOLN HWY	PO 2005	GRAND ISLAND	NE	68802	308 382 3307	308 382 3304		JIM MCFADDEN JR	RICH BRADLEY				
45700	MC ELROY'S INC.	3209 SOUTH TOPEKA		TOPEKA	KS	66611	785 266 4870	785 266 4891	                                          JH						
45800	MC FARLANE, INC.	PO BOX 12095		GRAND FORKS	ND	58208-2095	701 772 9511	701 772 7528	DAVE MCFARLANE	MITCH	Jason  Hanson				
45950	MC GUIRE MECHANICAL	20830 HOLT AVENUE SOUTH	PO BOX 219	LAKEVILLE	MN	55044	952 469 4988	952 469 4990	Mike O'Malley						
46000	MC KAMISH/CHESAPEAKE INC	50 55TH STREET		PITTSBURGH	PA	15201	412 781 6262	412 781 2007	                                          CM						
46050	MC KINSTRY COMPANY	5005 3RD AVENUE SOUTH	PO BOX 24567	SEATTLE	WA	98134	206 762 3311	206 764 1687							
46100	MC LEES INCORPORATED	241 ARDEN DRIVE	PO BOX 1080	BELGRADE	MT	59714	406 388 1401	406 388 6258					MUST HAVE P.O. & JOB NUMBERS !!!!!          *** ZIP CODE IS O.K. ***		
46150	MC QUILLAN BROS. PLBG. &	     HEATING CO.	688 HAGUE	ST. PAUL,	MN	55104	651 292 0124	0 0000	TIM  OWNER	BILL SHOP FOREMAN					
46250	MACKAY ENVELOPE CORP.	ATTN:ACCTS PAYABLE #68500	2100 ELM STREET SE	MINNEAPOLIS,	MN	55414	612 378 6293	612 331 8229	JEFF PETERSON		LOUIE TULLER 319.385.9061		ALL ORDERS MUST HAVE A P.O. #!! 11/6/02 DLH		
46350	MADIGAN REFRIGERATION &	ENERGY SYSTEMS, INC.	W9257 OLD HIGHWAY 60	LODI	WI	53555-9489	608 592 4507	608 592 4875	DAVE ESSER	MARK MADIGAN	BRAD MADIGAN	DICK MADIGAN			
46550	MALBRIT MECHANICAL, INC.	P.O. BOX 427		WAUSAU	WI	54402-0427	715 845 4848	715 848 8196	EVERETT KITA	BRAD KITA	DAN LOBERMEIER		CHECK WITH JIM OR RYAN BEFORE QUOTING. HAS  THEIR OWN COIL LINE AND PLASMA.  FABS FOR   THEMSELVES AND OTHERS. RB	Tim 763-238-6700	
46600	MANAGED SERVICES INC.	6500 OXFORD STREET		ST. LOUIS PARK,	MN	55426	952 925 4111	952 925 6122	DON HANREHAN                             JH	JOHN ENGLEHART	BOB ENGLEHART				
46700	MANKATO PLBG. & HEATING	1824 WILLOW STREET		MANKATO	MN	56001-3058	507 388 7012	507 388 5703	DON WAYLETT	SHAWN WENNER	MARK				
46750	MANNING MECHANICAL INC	2012 GREAT NORTHERN DRIVE		FARGO	ND	58102-3295	701 293 9774	701 293 6863	DON	RANDY			All orders must have P.O.#                  *** SHIP PPD & ADD *** 11/04 SM                                                         ***ALL ORDERS MUST DISPLAY PO#***	SHIP PPD & ADD 11/04 SM                     ***ALL ORDERS MUST DISPLAY PO# ON ALL       SHIPPING PAPERWORK AND ON BILL OF LADING***	
46850	MARED MECH. CONTR. CORP.	4230 WEST DOUGLAS ROAD		MILWAUKEE,	WI	53209	414 536 0413	414 536 6636	JEFFERY KRAWCZYK	STEVE			BE SURE TO GET A SIGNED P.O. BEFORE SHIPPINGANY ORDERS!!                                O.K. to prepay frt	OK TO PREPAY ALL FREIGHT   BZ 10-98         RECEIVING HOURS 6:30-2:30 ONLY   TLE	
46900	MARESH SHEET METAL INC.	907 17TH STREET N.E.		CEDAR RAPIDS	IA	52402	319 364 0286	319 364 0287	MIKE	HAROLD GRANDIA					
47000	MARSH HEATING & A/C	6248 LAKELAND AVE. NORTH		BROOKLYN PARK	MN	55428	763 536 0667	763 536 0226	                                          JH						
47050	JAKE MARSHALL	SHEET METAL INC	2912 SOUTH HICKORY ST	CHATTANOOGA	TN	37404	423 698 3132	423 698 7296	RANDY DILLINGER	RANDY SMITH					
47100	MARSHALL & WELLS CO INC	424 PLYMOUTH AVENUE N.E.		GRAND RAPIDS	MI	49501-2823	616 361 2000	616 361 1650	DICK WENDT	MIKE LAMB	MIKE COLLINS	DON FRELIER			
47200	MARVIN LUMBER & CEDAR CO		PO BOX 100	WARROAD	MN	56763	218 386 1430	218 386 4036	Sheryl 1-218-386-4054				                                                 ***** E-MAIL CONFIRMATIONS *****	CALL ROGER STOLL FOR SHIPPING PH            218/386-4016        MARVIN WINDOWS                              14835 HWY 17 WEST                           GRAFTON,  ND 58273-9102	
47300	MASTER METALS	191 MASON STREET		ONALASKA	WI	54650	608 784 0210	608 785 0117	DICK  EST.	TONI PURCH.					
47350	MASTER S/M CONTR. INC.	1602 S. MAIN STREET		ROCKFORD	IL	61102	815 963 4878	815 965 0279	RICHARD HOPPER                          CM	ROBERT DENEN	EUGENE SCHOON	HEATHER	always assemble fittings	Ship all orders prepaid and add	
47400	MAXWELL HTG & A/C INC		PO BOX 238	LUCK	WI	54853-0238	715 472 8206	715 472 8857	MAX						
47500	R.W. MEAD COMPANY	33795 RIVIERA		FRASER	MI	48026	586 296 3650	586 294 0410	MARK MEAD	BOB GERMAINS					
47550	MECHANICAL AIR SYSTEMS CO	2417 SOUTH FEDERAL AVENUE		MASON CITY	IA	50401-6734	641 423 7032	641 424 4376	TOM ZIGLER	CARL ANDERSON (Pres)	DUANE ANDERSON	JOHNATHAN CARSON			
47750	MECHANICAL INC.	1520 WEST MOHAWK DRIVE		TOMAHAWK	WI	54487	715 453 7021	715 453 5997	PAUL BRENDEMIHL                         CM						
48050	MECHANICAL SYSTEMS INC.	7835 "F" STREET		OMAHA,	NE	68127	402 339 7277	402 339 5022	Bob Barnes - Owner	Jeff - EST					
48350	MENNE'S PLBG,HTG,A/C,,INC	8445 GREENWAY AVENUE SO.		COTTAGE GROVE	MN	55016	651 462 4053	651 462 8395	GARY	LARRY		ROBERT			
48550	MERIT MECH. SERVICES INC	1601 A STREET		HELENA,	MT	59601	406 443 1150	507 442 9488	WALLY KALCHBRENNER	BRIAN PATZER	MARK WILSON				
48900	METAL SPECIALISTS	1790 STEUBEN STREET		SIOUX CITY,	IA	51105-2068	712 258 8130	712 258 7718	NORMAN CLAY	LARRY LEWIS	SHARON RYDEN				
49000	METALWORKS OF MONTANA	3635 W. BROADWAY	PO BOX 10	MISSOULA,	MT	59806	406 728 5070	406 728 5087	RICHARD	BOB GASTON					
49100	METRO AIR	16980 WELCOME AVE. S.E.		PRIOR LAKE	MN	55372	952 447 8124	952 447 8126							
49150	METRO AIR CONDITIONING CO	10035 LACKMAN ROAD		LENEXA,	KS	66219-1213	913 888 3991	913 599 3808	BOB GASTON JR.SHOP FOREMAN           GK12/04	BOB GASTON					
49250	METROPOLITAN MECH CONTR.	7450 FLYING CLOUD DRIVE		EDEN PRAIRIE	MN	55344-3582	952 941 7010	952 944 6296	OFFICE FAX 952-941-9118 WILLY 612-328-6197	Brad Landsman 952-290-0326	Randy(612) 290-2537 Luigi Cell 952-947-5780	Jim Elstrom(shop) ph 947-5760 fax 947-5761	DC-36 = $50.00/RL (PALLET OF 36 ROLLS)12/10                                             ** 20'SMALL HOLE ONLY R-ANGLE **	Dave 612-328-6119  Gordy 612-328-6123       Todd 612-490-5593  Scott 612-328-6162       Dean 612-328-0867                           Tracy 612-490-1654	
49350	MEYERS SHEET METAL WORKS	P.O. BOX 845		CEDAR FALLS	IA	50613	319 234 2676	319 277 2682	JACK MEYERS                              TE	KAN KRAMME	ED SPEAR			PREPAY FRT JAH 1/00                         Spin ins - 25% on 20 boxes or more    RB	
49400	MID-CENTRAL HEATING & A/C	P.O. BOX 313		FREEPORT	MN	56331	320 836 2502	320 836 2505	GERALD MEYER	DEB MEYER	GLEN MEYER				
49450	MIDLAND HTG. & A/C INC.	413 W 60TH ST		MPLS	MN	55419-2255	869 3213	612 869 3215	RUSS GREGG	LARRY GREGG					
49550	MID STATE CONTRACTING LLC	2001 COUNTY HWY "U"	PO BOX 1425	WAUSAU	WI	54401	715 675 2388	715 675 6971	RON				ck to see which location to ship to -                Wausau or Marshfield		
49600	MIDSTATE PLUMBING & HTG	2120 2ND AVENUE SOUTH		FORT DODGE	IA	50501	515 573 2561	515 573 8855	Don Livasy (Pres)	BRIAN - SHOP					
49650	MID-STATES HTG & COOLING	4011 MAIN STREET		GRANDVIEW,	MO	64030	816 765 7886	816 767 8067	LANNY FIELDS	BOB TRACY			NO QUOTES PER LOU 10/04GK  SHOWING OUR      PRICES TO COMPETITORS IN AREA Also has a    coil line.  Lou 2005		
49700	MIDWAY INDUSTRIAL SUPPLY	4759 OLD HIWAY 8		ST. PAUL,	MN	55112	763 780 3000	763 780 9018							
50000	MIDWEST PLUMBING HEATING	AND AIR CONDITIONING INC.	401 W.NORTHWESTERN AV	NORFOLK,	NE	68701	402 371 3915	402 371 3946							
50050	MIKE'S HEATING & SHT MTL	2318 FIRST AVENUE		HIBBING	MN	55746	218 263 6129	218 262 3110	MICHAEL NOWAK						
50200	FRANK MILLARD & CO INC	107 VALLEY STREET	PO BOX 278	BURLINGTON	IA	52601	319 752 4571	319 752 8842	JIM MILLER, JR.	STEVE MILLER	DAVE NOLL	DAN LATURNER/BOB S.		P O REQUIRED!!!!!!!!!!            BZ 10-98	
50250	MILLER ENGINEERING CO.	1616 SOUTH MAIN STREET		ROCKFORD	IL	61102	815 963 4878	815 963 0823	JERRY JOHNSON                             TE						
50350	MILLER BONDED INC.	4538 MC LEOD N.E.		ALBUQUERQUE,	NM	87109	505 881 0220	505 881 0867	MICHAEL R. BAER	RICHARD J. JARACZEWSKI	JIM			SHIP PRE-PAID AND ADD!!!        BZ 10-98	
50400	MILLER SHEET METAL	3808 BURDICK EXPY EAST		MINOT	ND	58701-5359	701 839 4510	701 852 0933							
50550	MPLS. SPECIAL SCHOOL	DISTRICT #1	807 N.E. BROADWAY	MINNEAPOLIS	MN	55413	612 668 0370	612 668 0375	ANDY SCHMIDT                             JH	Mike: 612-668-0360			Blanket PO ACCT. 7/1/2010 - 6/30/2011 USE   PO  #35674  ON ALL ORDERS		
50650	MINNESOTA PLBG. & HTG.	1420 WEST 3RD AVENUE		SHAKOPEE,	MN	55379	952 445 4444	952 445 9401							
50800	MIXAN HEATING AND A/C INC	6222 S 23RD ST		OMAHA,	NE	68107	402 731 5070	402 731 3205							
50900	MODERN AIRE INC	515 WEST 2ND STREET	BOX 511	HAVRE	MT	59501	406 265 2711	406 265 5342	DENNIS MORGAN						
50950	MODERN HEATING & AIR COND	2318 1ST STREET N.E.		MPLS	MN	55418	612 781 3358	612 781 3428	MIKE RENSTROM  MRENSTROM@MODERNHTG.COM   JH	ANDY GRAHM	JIM TURPIN EST.	TIM	ALL EZ TAPS OVER 12" MUST HAVE HEAVY DUTY   DAMPER INSTALLED!!!   PER TIM 9/20/10	Dan's cell 612-363-3440	
51000	MOLO OIL COMPANY	P.O. BOX 1540		DUBUQUE	IA	52004-1540	563 557 7540	563 557 9632							
51200	F.E. MORAN INC.	2265 CARLSON DRIVE		NORTHBROOK,	IL	60062	847 498 4800	847 498 9091							
51350	MUKAVITZ HEATING INC.	111 SOUTH LAWRANCE		IRONWOOD,	MI	49938	906 932 1770	906 932 1752							
51800	NS/I MECHANICAL CONTR CO.	NORTHWESTERN SERVICE, INC	4401 QUEBEC AVENUE NO	NEW HOPE	MN	55428	763 235 9833	763 235 9810	PETE LEUGERS                             SM	FRED WILLIAMS	STEVE LEGUIL 763-235-9817	JEFF CELL 651-670-4557		.	
52600	NEW MECH COMPANIES INC.	USE ACCT #18524 FOR ALL	ORDERS	ST. PAUL	MN	55108	651 645 0451	651 642 5591	UNDER NEW NAME - NO LONGER NEW MECH!	USE #18524 FOR ALL ORDERS - DLH 11/10/09			Greg Mott c:612-328-2713                    Lyle c:612-210-9713  f:651-894-6792         Keith Thompson  c:612-369-0202		
53000	NORDIC SERVICES INC.	12006 12TH AVENUE SOUTH		BURNSVILLE,	MN	55337	952 894 5800	952 894 5802	RON ENRIGHT                               TE	GREG JOHNSON	TONY RAVNIKAR	TOM GORNICK  952.237.2712			
53050	DEAN E. NORRIS CO. INC	4053 NAVAJO LANE		WICHITA	KS	67201	316 688 1901	316 681 1968							
53100	NORTH AMERICAN MECHANICAL	6135 NORTH AMERICAN LANE	  (HWY.51 & I-90)	DE FOREST	WI	53532	608 241 4328	608 241 2710	FRED KNERR	SUE TUITE	VICKY REAMER				
53150	RE NORTH COMPANY	2420 EAST 38TH STREET		ERIE	PA	16510-3727	814 825 5000	814 825 0975							
53250	NORTH COUNTRY SHEET METAL	1463 HARBOR STREET		OGILVIE	MN	56358	320 272 4209	0 0000							
53300	NORTHERN AIR CORPORATION	1001 LABORE INDUS. COURT		VADNAIS HEIGHTS	MN	55110	651 490 9868	651 255 3561	BILL-DRIVER             651-230-7730 CELL	MIKE TAYLOR             651-255-3539 OFFICE	                        651-230-7742 TONY	LYNN  P/M	Jay   office: 651-255-3529		
53400	NOR PAC SHEET METAL, INC.	P.O. BOX 30776		BILLINGS,	MT	59107-0776	406 248 1757	406 248 6320					Don't quote spiral pipe they have a machine that makes up to 48" round.  JM 8/03		
53500	NORTHERN PLUMBING SUPPLY	2010 STATE MILL ROAD	PO BOX 14567	GRAND FORKS	ND	58208-4567	701 775 3911	701 772 0319	MIKE @ FARGO 701-297-7801						
53600	NORTHWEST SHEETMETAL CO.	OF ST. PAUL	110 SYCAMORE ST. WEST	ST PAUL	MN	55117-5451	651 310 0102	651 310 0403	JOE GOETZ                              TE/JH	JOE ALBERS	PAUL LESCH	ROD ALBERS PRES.			
53750	NOVAK HEATING & A/C INC	56 16TH AVENUE SW	PO BOX 189	CEDAR RAPIDS	IA	52406-0189	319 364 4626	319 366 4900	Randy Novak						
53800	A.G. O'BRIEN PLBG. & HTG.	4907 LIGHTNING DRIVE		HERMANTOWN,	MN	55811	218 729 9662	218 729 9774	                                      CM/SM	JOHN SCHUMAN  EST.			SHIP ORDERS PPD & ADD               6/00 SM	SHIP PPD & ADD	
53850	O'BRIEN HEATING & SHT MTL	226 SOUTH MAIN STREET	PO BOX 114	LE SUEUR	MN	56058	507 665 3300	507 665 3310	KEVIN O'BRIEN						
53950	O'CONNOR COMPANY	4909 NORTH LEWIS AVENUE	PO BOX 86636	SIOUX FALLS	SD	57118-6636	605 336 0333	605 336 8681	                                       BILL	SEAN O'Connor - Rapid City					
54100	O'HARE ENGINEERING	55 MESSNER DRIVE		WHEELING,	IL	60090	847 459 5500	847 459 9665							
54200	OAHU PLBG/SHEET METAL LTD	938 KOHOU STREET	PO BOX 17010	HONOLULU	HI	96817	808 848 0110	808 848 0210	ALL ORDERS MUST BE	CONFIRMED W/SUSAN	KRUGER WHEN MADE BY	SARVELL.		SHIP PREPAID AND ADD	
54450	OMNI DUCT INC.	1700 SOUTH LEWIS STREET		ANAHEIM,	CA	92805	714 385 8900	714 385 8901	RITA CUFF	CHUCK DAISEY	BOB BRUMLEU	ED BRUMLEU			
54550	ORTONVILLE PLBG & HTG	RT 2 BOX 2		ORTONVILLE	MN	56278	320 839 3100	320 839 3212	                                         SM						
54600	OSCEOLA PLUMBING & HTG	PO BOX 307		OSCEOLA	WI	54020	715 294 4322	715 755 2663	BRUCE SMITH	CARL ROSSI				use edgel/jensen	
54800	OWATONNA HTG. & COOLING	408 NORTH CEDAR AVENUE		OWATONNA,	MN	55060	507 451 2051	507 455 9254	WES	GLEN				CHECK SHIP TO                  BZ 10-98	
54900	OWENS COMPANIES, INC.	930 EAST 80TH STREET		BLOOMINGTON	MN	55420	952 854 3800	952 854 3769	JOHN RAU CELL 612-221-7454	CHAD SMITH EST.		John Finley - owner			
55050	OZARK YORK INC.	1131 SOUTH GRANT AVENUE		SPRINGFIELD,	MO	65807	417 831 2881	417 831 3201	DENNIS	ALLAN					
55350	PALMER SHEET METAL	85 PIERSON LANE	PO BOX 52	WINDSOR	CT	06095	860 688 3611	860 285 8695	DON S. 715-834-9705	 FAX   715-834-1212			ZIP CODE IS O.K. SM	MUST HAVE PO# JOB # AND JOB NAME    BZ 10-98	
55750	PASSAIC METAL PRODUCTS	PO BOX 1849		CLIFTON	NJ	07011-1849	973 546 9000	973 546 7179	PETER KLAPATCH #118    Chris Meehan (lakewd)	MICHAEL GURTMAN #112	CRIS COUTURIER #116	TIMMY #121         Lakewood, NJ 732-886-9410		FLAT W/SIDES  24HR NOTICE  2/00 JM	
55800	PATTERSON COMPANY	4405 NORTH STAR BLVD	PO BOX 2890	GREAT FALLS	MT	59403	406 727 6575	406 727 6602	MIKE PATTERSON                           TE	STEVE PATTERSON	RYAN MINDT				
55850	PAUL'S HEATING & A/C CO	1241 OAK FOREST DRIVE		ONALASKA	WI	54650	608 784 0751	608 784 3299	MIKE						
55950	PAUL'S SHEET METAL INC	1017 HAUGEN AVENUE	PO BOX 247	RICE LAKE	WI	54868	715 234 7707	715 234 6894	DAN KROMREY				ZIP CODE IS O.K. 12/04 SM		
56050	PAULSON'S SHEET METAL	1500 WEST THIRD STREET	PO BOX 848	MITCHELL	SD	57301-0848	605 996 8616	605 996 8534	                                         SM				zip code is o.k.		
56100	PAYSON SHEET METAL	451 NORTH MAIN		PAYSON,	UT	84651	801 465 3018	801 465 2339	DALE BARNETT                             TE	GARY DE GRAW					
56150	PECK HANNAFORD & BRIGGS	PO BOX 32097		CINCINNATI	OH	45232-0097	513 681 4600	513 681 5471	STEVE		ALL ORDERS MUST PO#!!!  1/19/04 DLH		THIS ACCT IS THE MECHANICAL DIVISION        SERVICE DIVISION ACCT # is 56152               * UPS ZIP CODE IS O.K. *		
56200	PEGG-WHITNEY WOODWORKS	2823 CENTRAL AVENUE N.E.		MINNEAPOLIS,	MN	55418	612 782 1852	612 782 2064	06/09/99  NEW PH.# 782-1852.						
56250	PEN CITY SHEET METAL	#5 BLACK HAWK HEIGHTS	P.O. BOX 563	FORT MADISON	IA	52627-3115	319 372 8143	319 372 0212				               3193728			
56350	PENN STATE UNIVERSITY	PURCHASING SERVICES	101 PROCURMNT SERV BL	UNIVERSITY PARK	PA	16802-1004	814 865 0152	814 865 7092	TRUDY REESE	TAMMY BESECKER					
56650	PETERS-EICHLER MECH.INC.	3115 SUTTON AVENUE		ST. LOUIS,	MO	63143	314 647 4023	314 647 6031	DAN DURPHEY						
56700	PETERSON HEATING & A/C	6803 MERRIMAC LANE NORTH		MAPLE GROVE	MN	55311	612 599 3940	0 0000							
56750	MARTIN PETERSEN CO. INC.	9800 55TH STREET		KENOSHA	WI	53144-7812	262 658 1326	262 925 6981	JULIE	CAROLINE L.			HAS SINGLEWALL VANE SHEAR  JM/00            ALL ORDERS TO GO COLLECT - SEE BELOW!!!!!                                               **ALL ORDERS MUST BE IN A CRATE $25 GK03**	ALL ORDERS EVEN UPS TO GO COLLECT - JIM H.  HAS THEIR CARRIER INFORMATION - NOTHING IS  TO GO PREPAID!!!! THEIR UPS ACCT #577794       DLH 5/18/01  use ccx	
56800	PETERSON MECHANICAL	3001 1ST AVENUE NORTH	PO BOX 302	FARGO	ND	58102	701 293 7206	701 293 8683	STEVE                       EST.	DAROLD PETERSON	VERN PETERSON	JIM ROTH  701-526-0291 cell			
56850	PETERSON MECHANICAL INC	21819 8TH STREET EAST	PO BOX 450	SONOMA	CA	95476	707 938 8481	707 938 1437	                                         TE						
56950	PETERSON SHEET METAL	3728 BEMIDJI AVENUE NORTH		BEMIDJI	MN	56601	218 751 4502	218 444 4505	MIKE POWELL	JAMIE QUELLO EST.	JAMIE OLSON EST.	ORVILLE PETERSON G.M.	WAS BOUGHT BY SHANNON OF INT. FALLS         J.P.  c:218-308-1435	USE HIRT TRUCKING 1-800-818-4385  GK 4/01   BRADY CELL 218-556-1086	
57250	PIERCE REFRIGERATION	1920 2ND AVENUE SOUTH		ANOKA	MN	55303	763 421 3604	763 421 3209							
57300	PIPCO CO. LTD.	1409 ALTORFER DRIVE		PEORIA,	IL	61615	309 692 4060	309 692 8306	S. CICCIARELLI	A. GARLAND	R. CANNON			PREFERS HYMAN                     BZ 10-98	
57500	PLUMB SUPPLY COMPANY	PO BOX 4558		DES MOINES	IA	50305-4558	641 423 0164	641 423 0462	                                         JM	Des Moines  515-262-9511 Bob	Ames        515-233-5737	Ottumwa    641-682-8357  Gale Morris	SPIRIT LAKE PH 712-336-0787                 Iowa City ph:319-351-1004 fax:354-3169 ScottPella Ia ph 641-620-1406 fax 641-620-8204	Fort Dodge PH # 515/573-8161                Red Oak IA  # 712-623-4841	
58050	PRAIRIE PLBG & HTG INC	402 JOHN Q ADAMS	PO BOX 486	SAUK CITY	WI	53583	608 643 8531	608 643 6894	WILFRED FUCHS						
58200	PRECISION AIR PRODUCTS CO	544 16TH AVENUE SOUTH		HOPKINS	MN	55343	952 854 4121	952 854 4543					alum. spin-in 6"=2.00 8"=2.00 9"=2.25       10"=2.25 11"=2.75 12"=2.75 14"=2.85 20"=2.95These prices are for 300 total qty. or more.Under 300 add $100.00 set-up.  JM 12/10		
58450	PRICE & JAMES	666 FRONT STREET	PO BOX 96	BEREA	OH	44017	440 234 2291	440 234 4944	KEN JAMES	GARY JAMES	STEVE CONRAD				
58600	PRO CONTROL, LLC	PO BOX 390128		MPLS	MN	55439	763 391 7706	763 391 7737							
58700	PRODUCTION PRODUCTS INC.	30487 POTOMAC WAY		CHARLOTTE HALL,	MD	20622	301 472 4200	301 472 4300	CHRIS GASS	SUSAN GASS	DICK GASS		SHIP VIA ABF FREIGHT ONLY. 4/01JM           THEY HAVE NO LOADING DOCK. 1/04JM	Ship ABF call to up order if going mul-drop drop .01 off 20ga	
58900	ART PUSH & SONS INC	6110 BINNEY STREET	PO BOX 4189	OMAHA	NE	68104	402 551 5418	402 551 9149	TODD PUSH   CM	ED PUSH	ART PUSH	FRANK STINER			
59050	QUALITY AIR HTG. & COOL	3395 CRAFT AVENUE S.E.		GRAND RAPIDS,	MI	49512	616 956 0200	616 956 0955	TODD REMINGA						
59100	QUALITY HEATING & A/C INC	6141 ETZEL AVENUE		ST. LOUIS,	MO	63133	314 721 1263	314 721 2401	                                          CM						
59150	QUALITY SHEET METAL	1730 WILKIE DRIVE	PO BOX 707	WINONA	MN	55987-0678	507 454 4614	507 454 5615	BRIAN MILLER				zip code is o.k. 2/03 sm		
59250	QUANTRELL ENGINEERING & M		PO BOX 294	SAUK RAPIDS	MN	56379	320 393 4455	320 393 4455							
59300	R.A. HEATING & A/C. INC.	598 SOUTH WATER STREET		EVANSVILLE,	WI	53536	608 256 6089	0 0000	RON ARNDT				PURCHASE ORDER # REQUIRED ON ALL ORDERS..		
59500	R G B SHEET METAL	HIGHWAY 49 NORTH	PO BOX 1927	JONESBORO	AR	72403	870 972 1560	870 972 5507	TIM KELLY					DO NOT SEND YELLOW FREIGHT         BZ 10-98	
59650	R & S HEATING & A/C	12600 CREEKVIEW AVENUE		SAVAGE	MN	55378	952 894 0376	952 894 0377	SCOTT THIELEN CAN NO LONGER PURCHASE FOR CO.	BRETT THIELEN - PRES - GREG	TONY CELL#612.490.6017	NICK GOLDEN	All orders must have a 5 digit P.O.                                                     ON PRICEDUCT ORDERS IF ASKED TO BOX PER UNITBACK DISCOUNTS OFF 1 LEVEL   RB	Dirk-612-490-5630	
59750	RAAB MECHANICAL INC.	1516 SOUTH WEST AVENUE		WAUKESHA,	WI	53189	262 547 0801	262 547 3853	RUDOLPH RAAB	DAN PANGBORN	MIKE SWATELI				
59800	RABE ENVIRONMENTAL SYS.	2300 WEST 23RD STREET		ERIE,	PA	16506	814 456 5374	814 456 5654							
60000	RADOTICH INC	5556 HWY 73		CHISHOLM	MN	55719	218 254 5763	218 254 5764	RON						
60200	RAINVILLE-CARLSON INC.	9363 67TH STREET N.W.		ANNANDALE	MN	55302-4537	612 823 5229	612 823 5220	STEVE JOHNSON   Cell 612-363-4071         SM	GUY CELL  612-363-4075 / CORY 612-363-4072	MIKE ZENZEN				
60250	RAM MECHANICAL SERV. INC.	258 S WESTGATE DR		CAROL STREAM	IL	60188-2243	630 665 6620	630 665 7335	RAY WEBSTER	GEORGE WEBSTER					
60350	RANDALL BROS. HTG. & A/C.	902 OLYMPIC DRIVE		CLOQUET,	MN	55720	218 879 4886	218 879 1123	JOSEPH RANDALL  CELL# 218-348-3930	MIKE RANDALL  CELL# 218-390-3343	BOB CELL#218-348-7918				
60450	RANGE CORNICE, HTG & S/M	2217-19 4TH AVENUE WEST	PO BOX 447	HIBBING	MN	55746	218 262 4581	218 262 1145	Stephen Allison Pres	Chris					
60600	RAPIDS SHEET METAL WORKS	631 17TH STREET NORTH		WISC. RAPIDS	WI	54494	715 421 5555	715 423 3013	DOUG SCHILL						
60650	RASMUSSEN MECH SERVICES	2425 EAST 4TH STREET		SIOUX CITY	IA	51101	712 252 4613	712 252 3478	Mike McKern						
60850	RECOVERY SYSTEMS CO. INC	1617 5TH STREET SOUTH		HOPKINS	MN	55343	952 935 4330	952 935 6875							
61200	RENICK BROS MECH CONTR	434 GROVE CITY RD	PO BOX 94	SLIPPERY ROCK	PA	16057	724 794 4200	724 794 4205	HERB BESTWICK                           CM	TAMMY SIMMONS			All orders are pre pay & add GK 1/05	SHIP ALL ORDERS PRE-PAY & ADD               ** SHIP VIA USF HOLLAND *** SM 2/99	
61250	RESEARCH INC	7041 BOONE AVENUE NORTH		MINNEAPOLIS	MN	55428-1504	952 941 3300	952 941 3628							
61350	RIBACK SUPPLY COMPANY	2412 BUSINESS LOOP 70 E	PO BOX 937	COLUMBIA	MO	65201	573 875 3131	573 874 5677	JAY OR RICK 417-865-8770 SPRINGFIELD, MO.	        FAX 417-863-7399	matt - 660-429-3555		Crate all spiral pipe - RB 7/26/05          Springfield  MO	MARK FRAGILE ON MATERIAL                    WARRENSBURG MO PH.# (660)429-3555           DO NOT USE VITRAN - USE R & L               Jefferson City  MO  573-634-4515	
61400	RICCAR HTG. & AIR COND.	2387 STATION PKWY NW		ANOKA	MN	55304	763 754 4000	763 754 0132	                                         CM						
61500	RICHMOND & SONS ELECTRIC	GOLDEN VALLEY HTG. & A/C	5182 WEST BROADWAY	CRYSTAL	MN	55428	763 535 2000	763 535 4379	Company name has changed!! Do not use this	account number anymore - new customer # is	#30441 - Golden Valley Heating & A/C	3/23/07 - dlh			
61550	RICHTERS INC.	TRANE A/C & HTG.,S/M& REF	1775 280TH - UNIT 20	SEWARD,	NE	68434-7859	402 643 4141	402 643 6723	MARTY						
61650	RIECK MECHANICAL SERV INC	5245 WADSWORTH ROAD		DAYTON	OH	45414	937 274 1987	937 274 7392				               6120000			
61750	RIESTER REFRIGERATION INC	503 BUSH STREET		RED WING,	MN	55066	651 388 6934	651 388 5437	Howie c;651-214-1131				MUST DIAL (1)		
62150	ROBINSON METAL INC	1740 EISENHOWER	PO BOX 5905	DE PERE	WI	54115-5905	920 494 7411	920 617 3306	PETER SORENSON	THOMAS ROBINSON	STAN FETTERLY				
62300	ROCK HILL MECHANICAL CORP	524 CLARK AVENUE		ST. LOUIS,	MO	63122	314 966 0600	314 966 7792	BILL				 ship prepay & add (customer makes his own  single wall vane. rail is always single wall	SHIP SINGLE VANE & RAIL ONLY 6/00 JM	
62400	ROHDE BROTHERS INC	W5745 WOODCHUCK LANE	PO BOX 409	PLYMOUTH	WI	53073-0409	920 893 5905	920 893 5908	                                       SM				SHIP PPD & ADD 01/05 SM	SHIP PPD & ADD 01/05 SM	
62600	RON'S REFRIGERATION & A/C	2431 49TH STREET SOUTH		WISC. RAPIDS,	WI	54494	715 421 1525	715 423 1177	TIM					Always ship prepaid & add 7/24/09 JR	
62750	JAMES E. ROTH	9043 MARSHALL ROAD		CRANBERRY TWNSP	PA	16066	724 776 1910	724 776 3758	DAVE ROTH						
62950	RUSH HEATING	49040 ACACIA TRAIL		STANCHFIELD,	MN	55080	320 396 2898	320 396 3294	JIM						
